commodity,market,date,price,lag_1,lag_2,lag_3,rolling_3,month
Carrots,Hanguranketha,2025-03-15,577.83,413.0,275.38,219.93,302.77,3
Carrots,Hanguranketha,2025-04-15,390.42,577.83,413.0,275.38,422.07,4
Carrots,Hanguranketha,2025-05-15,810.0,390.42,577.83,413.0,460.41666666666674,5
Carrots,Hanguranketha,2025-08-15,375.42,810.0,390.42,577.83,592.7500000000001,8
Carrots,Hanguranketha,2025-09-15,220.5,375.42,810.0,390.42,525.2800000000001,9
Carrots,Jaffna,2023-09-15,278.0,448.33,536.0,429.58,471.3033333333333,9
Carrots,Jaffna,2023-10-15,284.0,278.0,448.33,536.0,420.77666666666664,10
Carrots,Jaffna,2023-11-15,371.25,284.0,278.0,448.33,336.77666666666664,11
Carrots,Jaffna,2023-12-15,502.5,371.25,284.0,278.0,311.0833333333333,12
Carrots,Jaffna,2024-01-15,1417.6,502.5,371.25,284.0,385.9166666666667,1
Carrots,Jaffna,2024-02-15,737.5,1417.6,502.5,371.25,763.7833333333333,2
Carrots,Jaffna,2024-03-15,427.5,737.5,1417.6,502.5,885.8666666666667,3
Carrots,Jaffna,2024-04-15,345.2,427.5,737.5,1417.6,860.8666666666667,4
Carrots,Jaffna,2024-05-15,230.5,345.2,427.5,737.5,503.40000000000003,5
Carrots,Jaffna,2024-06-15,410.0,230.5,345.2,427.5,334.40000000000003,6
Carrots,Jaffna,2024-07-15,474.5,410.0,230.5,345.2,328.56666666666666,7
Carrots,Jaffna,2024-08-15,359.5,474.5,410.0,230.5,371.6666666666667,8
Carrots,Jaffna,2024-09-15,280.4,359.5,474.5,410.0,414.6666666666667,9
Carrots,Jaffna,2024-10-15,181.0,280.4,359.5,474.5,371.46666666666664,10
Carrots,Jaffna,2024-11-15,192.0,181.0,280.4,359.5,273.63333333333327,11
Carrots,Jaffna,2024-12-15,271.6,192.0,181.0,280.4,217.79999999999998,12
Carrots,Jaffna,2025-01-15,335.0,271.6,192.0,181.0,214.86666666666667,1
Carrots,Jaffna,2025-02-15,898.0,335.0,271.6,192.0,266.2,2
Carrots,Jaffna,2025-03-15,862.0,898.0,335.0,271.6,501.5333333333333,3
Carrots,Jaffna,2025-07-15,477.5,862.0,898.0,335.0,698.3333333333334,7
Carrots,Jaffna,2025-08-15,489.5,477.5,862.0,898.0,745.8333333333334,8
Carrots,Jaffna,2025-09-15,312.0,489.5,477.5,862.0,609.6666666666666,9
Carrots,Kalutara,2023-09-15,310.5,444.0,494.0,423.5,453.8333333333333,9
Carrots,Kalutara,2023-10-15,264.1,310.5,444.0,494.0,416.1666666666667,10
Carrots,Kalutara,2023-11-15,357.25,264.1,310.5,444.0,339.53333333333336,11
Carrots,Kalutara,2023-12-15,499.5,357.25,264.1,310.5,310.6166666666667,12
Carrots,Kalutara,2024-01-15,1320.0,499.5,357.25,264.1,373.6166666666666,1
Carrots,Kalutara,2024-02-15,753.0,1320.0,499.5,357.25,725.5833333333334,2
Carrots,Kalutara,2024-03-15,399.33,753.0,1320.0,499.5,857.5,3
Carrots,Kalutara,2024-04-15,358.13,399.33,753.0,1320.0,824.11,4
Carrots,Kalutara,2024-05-15,243.0,358.13,399.33,753.0,503.4866666666667,5
Carrots,Kalutara,2024-06-15,410.67,243.0,358.13,399.33,333.4866666666667,6
Carrots,Kalutara,2024-07-15,453.0,410.67,243.0,358.13,337.2666666666667,7
Carrots,Kalutara,2024-09-15,265.0,453.0,410.67,243.0,368.89000000000004,9
Carrots,Kalutara,2024-10-15,207.0,265.0,453.0,410.67,376.22333333333336,10
Carrots,Kalutara,2024-11-15,195.0,207.0,265.0,453.0,308.3333333333333,11
Carrots,Kalutara,2024-12-15,281.6,195.0,207.0,265.0,222.33333333333334,12
Carrots,Kalutara,2025-01-15,400.0,281.6,195.0,207.0,227.86666666666667,1
Carrots,Kalutara,2025-02-15,618.0,400.0,281.6,195.0,292.2,2
Carrots,Kalutara,2025-03-15,789.6,618.0,400.0,281.6,433.2,3
Carrots,Kalutara,2025-04-15,600.0,789.6,618.0,400.0,602.5333333333333,4
Carrots,Kalutara,2025-05-15,790.33,600.0,789.6,618.0,669.1999999999999,5
Carrots,Kalutara,2025-06-15,604.0,790.33,600.0,789.6,726.6433333333334,6
Carrots,Kalutara,2025-07-15,427.0,604.0,790.33,600.0,664.7766666666668,7
Carrots,Kalutara,2025-08-15,485.0,427.0,604.0,790.33,607.11,8
Carrots,Kalutara,2025-09-15,365.6,485.0,427.0,604.0,505.3333333333333,9
Carrots,Kandy,2023-09-15,320.0,514.0,546.4,503.0,521.1333333333333,9
Carrots,Kandy,2023-10-15,304.4,320.0,514.0,546.4,460.1333333333334,10
Carrots,Kandy,2023-11-15,452.0,304.4,320.0,514.0,379.4666666666667,11
Carrots,Kandy,2023-12-15,573.0,452.0,304.4,320.0,358.8,12
Carrots,Kandy,2024-01-15,1288.0,573.0,452.0,304.4,443.1333333333334,1
Carrots,Kandy,2024-02-15,770.0,1288.0,573.0,452.0,771.0,2
Carrots,Kandy,2024-03-15,510.0,770.0,1288.0,573.0,877.0,3
Carrots,Kandy,2024-04-15,402.4,510.0,770.0,1288.0,856.0,4
Carrots,Kandy,2024-05-15,215.0,402.4,510.0,770.0,560.8000000000001,5
Carrots,Kandy,2024-06-15,481.0,215.0,402.4,510.0,375.8,6
Carrots,Kandy,2024-07-15,570.4,481.0,215.0,402.4,366.1333333333334,7
Carrots,Kandy,2024-08-15,389.0,570.4,481.0,215.0,422.1333333333334,8
Carrots,Kandy,2024-09-15,272.8,389.0,570.4,481.0,480.1333333333334,9
Carrots,Kandy,2024-10-15,183.0,272.8,389.0,570.4,410.73333333333335,10
Carrots,Kandy,2024-11-15,192.0,183.0,272.8,389.0,281.59999999999997,11
Carrots,Kandy,2024-12-15,270.4,192.0,183.0,272.8,215.9333333333333,12
Carrots,Kandy,2025-01-15,412.0,270.4,192.0,183.0,215.13333333333333,1
Carrots,Kandy,2025-02-15,830.0,412.0,270.4,192.0,291.46666666666664,2
Carrots,Kandy,2025-03-15,850.0,830.0,412.0,270.4,504.1333333333334,3
Carrots,Kandy,2025-04-15,529.33,850.0,830.0,412.0,697.3333333333334,4
Carrots,Kandy,2025-05-15,912.5,529.33,850.0,830.0,736.4433333333333,5
Carrots,Kandy,2025-06-15,691.6,912.5,529.33,850.0,763.9433333333333,6
Carrots,Kandy,2025-07-15,474.5,691.6,912.5,529.33,711.1433333333333,7
Carrots,Kandy,2025-08-15,515.0,474.5,691.6,912.5,692.8666666666667,8
Carrots,Kandy,2025-09-15,361.2,515.0,474.5,691.6,560.3666666666667,9
Carrots,Kegalle,2023-09-15,375.5,516.5,564.4,471.5,517.4666666666667,9
Carrots,Kegalle,2023-10-15,329.6,375.5,516.5,564.4,485.4666666666667,10
Carrots,Kegalle,2023-11-15,435.5,329.6,375.5,516.5,407.2,11
Carrots,Kegalle,2023-12-15,589.0,435.5,329.6,375.5,380.2,12
Carrots,Kegalle,2024-01-15,1341.2,589.0,435.5,329.6,451.3666666666666,1
Carrots,Kegalle,2024-02-15,829.0,1341.2,589.0,435.5,788.5666666666667,2
Carrots,Kegalle,2024-03-15,521.0,829.0,1341.2,589.0,919.7333333333335,3
Carrots,Kegalle,2024-04-15,450.13,521.0,829.0,1341.2,897.0666666666667,4
Carrots,Kegalle,2024-05-15,310.0,450.13,521.0,829.0,600.0433333333334,5
Carrots,Kegalle,2024-06-15,310.0,310.0,450.13,521.0,427.04333333333335,6
Carrots,Kegalle,2024-07-15,588.0,310.0,310.0,450.13,356.71000000000004,7
Carrots,Kegalle,2024-08-15,449.0,588.0,310.0,310.0,402.6666666666667,8
Carrots,Kegalle,2024-09-15,328.0,449.0,588.0,310.0,449.0,9
Carrots,Kegalle,2024-10-15,266.0,328.0,449.0,588.0,455.0,10
Carrots,Kegalle,2024-11-15,256.0,266.0,328.0,449.0,347.6666666666667,11
Carrots,Kegalle,2024-12-15,360.0,256.0,266.0,328.0,283.3333333333333,12
Carrots,Kegalle,2025-01-15,456.0,360.0,256.0,266.0,294.0,1
Carrots,Kegalle,2025-02-15,835.0,456.0,360.0,256.0,357.3333333333333,2
Carrots,Kegalle,2025-03-15,957.6,835.0,456.0,360.0,550.3333333333334,3
Carrots,Kegalle,2025-04-15,616.0,957.6,835.0,456.0,749.5333333333333,4
Carrots,Kegalle,2025-05-15,1087.0,616.0,957.6,835.0,802.8666666666667,5
Carrots,Kegalle,2025-06-15,754.4,1087.0,616.0,957.6,886.8666666666667,6
Carrots,Kegalle,2025-07-15,516.0,754.4,1087.0,616.0,819.1333333333333,7
Carrots,Kegalle,2025-08-15,596.0,516.0,754.4,1087.0,785.8000000000001,8
Carrots,Kegalle,2025-09-15,440.0,596.0,516.0,754.4,622.1333333333333,9
Carrots,Keppetipola (DEC},2023-09-15,224.5,377.0,427.6,369.5,391.3666666666666,9
Carrots,Keppetipola (DEC},2023-10-15,250.8,224.5,377.0,427.6,343.0333333333333,10
Carrots,Keppetipola (DEC},2023-11-15,337.0,250.8,224.5,377.0,284.09999999999997,11
Carrots,Keppetipola (DEC},2023-12-15,432.0,337.0,250.8,224.5,270.76666666666665,12
Carrots,Keppetipola (DEC},2024-01-15,1118.6,432.0,337.0,250.8,339.93333333333334,1
Carrots,Keppetipola (DEC},2024-02-15,508.75,1118.6,432.0,337.0,629.1999999999999,2
Carrots,Keppetipola (DEC},2024-03-15,354.5,508.75,1118.6,432.0,686.4499999999999,3
Carrots,Keppetipola (DEC},2024-04-15,286.0,354.5,508.75,1118.6,660.6166666666667,4
Carrots,Keppetipola (DEC},2024-05-15,176.5,286.0,354.5,508.75,383.0833333333333,5
Carrots,Keppetipola (DEC},2024-06-15,323.0,176.5,286.0,354.5,272.3333333333333,6
Carrots,Keppetipola (DEC},2024-07-15,418.0,323.0,176.5,286.0,261.8333333333333,7
Carrots,Keppetipola (DEC},2024-08-15,258.5,418.0,323.0,176.5,305.8333333333333,8
Carrots,Keppetipola (DEC},2024-09-15,231.2,258.5,418.0,323.0,333.1666666666667,9
Carrots,Keppetipola (DEC},2024-10-15,151.0,231.2,258.5,418.0,302.56666666666666,10
Carrots,Keppetipola (DEC},2024-11-15,169.0,151.0,231.2,258.5,213.5666666666667,11
Carrots,Keppetipola (DEC},2024-12-15,211.6,169.0,151.0,231.2,183.73333333333335,12
Carrots,Keppetipola (DEC},2025-01-15,295.0,211.6,169.0,151.0,177.20000000000002,1
Carrots,Keppetipola (DEC},2025-02-15,539.0,295.0,211.6,169.0,225.20000000000002,2
Carrots,Keppetipola (DEC},2025-03-15,526.4,539.0,295.0,211.6,348.5333333333333,3
Carrots,Keppetipola (DEC},2025-04-15,439.5,526.4,539.0,295.0,453.4666666666667,4
Carrots,Keppetipola (DEC},2025-05-15,710.5,439.5,526.4,539.0,501.6333333333334,5
Carrots,Keppetipola (DEC},2025-06-15,478.8,710.5,439.5,526.4,558.8000000000001,6
Carrots,Keppetipola (DEC},2025-07-15,313.5,478.8,710.5,439.5,542.9333333333333,7
Carrots,Keppetipola (DEC},2025-08-15,385.0,313.5,478.8,710.5,500.9333333333334,8
Carrots,Keppetipola (DEC},2025-09-15,222.4,385.0,313.5,478.8,392.43333333333334,9
Carrots,Kilinochchi,2023-09-15,432.17,547.5,578.4,506.0,543.9666666666667,9
Carrots,Kilinochchi,2023-10-15,401.6,432.17,547.5,578.4,519.3566666666667,10
Carrots,Kilinochchi,2023-11-15,480.0,401.6,432.17,547.5,460.42333333333335,11
Carrots,Kilinochchi,2023-12-15,636.5,480.0,401.6,432.17,437.92333333333335,12
Carrots,Kilinochchi,2024-01-15,1468.8,636.5,480.0,401.6,506.0333333333333,1
Carrots,Kilinochchi,2024-02-15,937.5,1468.8,636.5,480.0,861.7666666666668,2
Carrots,Kilinochchi,2024-03-15,610.0,937.5,1468.8,636.5,1014.2666666666668,3
Carrots,Kilinochchi,2024-04-15,444.13,610.0,937.5,1468.8,1005.4333333333334,4
Carrots,Kilinochchi,2024-05-15,404.0,444.13,610.0,937.5,663.8766666666667,5
Carrots,Kilinochchi,2024-06-15,404.0,404.0,444.13,610.0,486.04333333333335,6
Carrots,Kilinochchi,2024-07-15,593.2,404.0,404.0,444.13,417.3766666666667,7
Carrots,Kilinochchi,2024-08-15,500.5,593.2,404.0,404.0,467.06666666666666,8
Carrots,Kilinochchi,2024-09-15,393.73,500.5,593.2,404.0,499.23333333333335,9
Carrots,Kilinochchi,2024-10-15,257.5,393.73,500.5,593.2,495.81,10
Carrots,Kilinochchi,2024-11-15,252.0,257.5,393.73,500.5,383.91,11
Carrots,Kilinochchi,2024-12-15,396.8,252.0,257.5,393.73,301.07666666666665,12
Carrots,Kilinochchi,2025-01-15,475.5,396.8,252.0,257.5,302.09999999999997,1
Carrots,Kilinochchi,2025-02-15,940.5,475.5,396.8,252.0,374.76666666666665,2
Carrots,Kilinochchi,2025-03-15,870.8,940.5,475.5,396.8,604.2666666666667,3
Carrots,Kilinochchi,2025-04-15,693.5,870.8,940.5,475.5,762.2666666666668,4
Carrots,Kilinochchi,2025-05-15,978.0,693.5,870.8,940.5,834.9333333333334,5
Carrots,Kilinochchi,2025-06-15,933.5,978.0,693.5,870.8,847.4333333333334,6
Carrots,Kilinochchi,2025-09-15,447.7,933.5,978.0,693.5,868.3333333333334,9
Carrots,Kurunegala,2023-09-15,341.0,504.0,578.13,476.0,519.3766666666667,9
Carrots,Kurunegala,2023-10-15,351.8,341.0,504.0,578.13,474.3766666666667,10
Carrots,Kurunegala,2023-11-15,460.0,351.8,341.0,504.0,398.93333333333334,11
Carrots,Kurunegala,2023-12-15,604.0,460.0,351.8,341.0,384.26666666666665,12
Carrots,Kurunegala,2024-01-15,1426.8,604.0,460.0,351.8,471.93333333333334,1
Carrots,Kurunegala,2024-02-15,764.12,1426.8,604.0,460.0,830.2666666666668,2
Carrots,Kurunegala,2024-03-15,494.62,764.12,1426.8,604.0,931.64,3
Carrots,Kurunegala,2024-04-15,406.6,494.62,764.12,1426.8,895.18,4
Carrots,Kurunegala,2024-05-15,337.88,406.6,494.62,764.12,555.1133333333333,5
Carrots,Kurunegala,2024-06-15,512.5,337.88,406.6,494.62,413.0333333333333,6
Carrots,Kurunegala,2024-09-15,318.33,512.5,337.88,406.6,418.99333333333334,9
Carrots,Kurunegala,2024-10-15,247.92,318.33,512.5,337.88,389.57,10
Carrots,Kurunegala,2024-11-15,230.28,247.92,318.33,512.5,359.5833333333333,11
Carrots,Kurunegala,2024-12-15,329.17,230.28,247.92,318.33,265.51,12
Carrots,Kurunegala,2025-01-15,429.38,329.17,230.28,247.92,269.12333333333333,1
Carrots,Kurunegala,2025-02-15,695.0,429.38,329.17,230.28,329.61,2
Carrots,Kurunegala,2025-03-15,791.83,695.0,429.38,329.17,484.51666666666665,3
Carrots,Kurunegala,2025-04-15,554.58,791.83,695.0,429.38,638.7366666666667,4
Carrots,Kurunegala,2025-05-15,955.62,554.58,791.83,695.0,680.47,5
Carrots,Kurunegala,2025-06-15,605.0,955.62,554.58,791.83,767.3433333333334,6
Carrots,Kurunegala,2025-07-15,454.58,605.0,955.62,554.58,705.0666666666667,7
Carrots,Kurunegala,2025-08-15,540.62,454.58,605.0,955.62,671.7333333333333,8
Carrots,Kurunegala,2025-09-15,369.83,540.62,454.58,605.0,533.4,9
Carrots,Mannar,2023-09-15,343.5,521.0,550.4,512.0,527.8000000000001,9
Carrots,Mannar,2023-10-15,351.6,343.5,521.0,550.4,471.6333333333334,10
Carrots,Mannar,2023-11-15,491.5,351.6,343.5,521.0,405.3666666666666,11
Carrots,Mannar,2023-12-15,621.5,491.5,351.6,343.5,395.5333333333333,12
Carrots,Mannar,2024-01-15,1406.0,621.5,491.5,351.6,488.2,1
Carrots,Mannar,2024-02-15,898.0,1406.0,621.5,491.5,839.6666666666666,2
Carrots,Mannar,2024-03-15,626.0,898.0,1406.0,621.5,975.1666666666666,3
Carrots,Mannar,2024-04-15,358.67,626.0,898.0,1406.0,976.6666666666666,4
Carrots,Mannar,2024-05-15,351.33,358.67,626.0,898.0,627.5566666666667,5
Carrots,Mannar,2024-06-15,351.33,351.33,358.67,626.0,445.3333333333333,6
Carrots,Mannar,2024-07-15,628.0,351.33,351.33,358.67,353.77666666666664,7
Carrots,Mannar,2024-08-15,394.5,628.0,351.33,351.33,443.5533333333333,8
Carrots,Mannar,2024-09-15,349.2,394.5,628.0,351.33,457.9433333333333,9
Carrots,Mannar,2024-10-15,268.5,349.2,394.5,628.0,457.23333333333335,10
Carrots,Mannar,2024-11-15,238.5,268.5,349.2,394.5,337.40000000000003,11
Carrots,Mannar,2024-12-15,311.5,238.5,268.5,349.2,285.40000000000003,12
Carrots,Mannar,2025-01-15,458.5,311.5,238.5,268.5,272.8333333333333,1
Carrots,Mannar,2025-06-15,752.5,458.5,311.5,238.5,336.1666666666667,6
Carrots,Mannar,2025-07-15,562.5,752.5,458.5,311.5,507.5,7
Carrots,Mannar,2025-08-15,367.5,562.5,752.5,458.5,591.1666666666666,8
Carrots,Mannar,2025-09-15,391.0,367.5,562.5,752.5,560.8333333333334,9
Carrots,Matale,2023-09-15,314.0,511.0,556.8,469.0,512.2666666666667,9
Carrots,Matale,2023-10-15,339.2,314.0,511.0,556.8,460.59999999999997,10
Carrots,Matale,2023-11-15,404.0,339.2,314.0,511.0,388.06666666666666,11
Carrots,Matale,2023-12-15,540.0,404.0,339.2,314.0,352.40000000000003,12
Carrots,Matale,2024-01-15,1410.4,540.0,404.0,339.2,427.73333333333335,1
Carrots,Matale,2024-02-15,722.0,1410.4,540.0,404.0,784.8000000000001,2
Carrots,Matale,2024-03-15,416.0,722.0,1410.4,540.0,890.8000000000001,3
Carrots,Matale,2024-04-15,363.2,416.0,722.0,1410.4,849.4666666666667,4
Carrots,Matale,2024-05-15,213.33,363.2,416.0,722.0,500.40000000000003,5
Carrots,Matale,2024-06-15,213.33,213.33,363.2,416.0,330.8433333333333,6
Carrots,Matale,2024-07-15,560.8,213.33,213.33,363.2,263.2866666666667,7
Carrots,Matale,2024-08-15,355.0,560.8,213.33,213.33,329.15333333333336,8
Carrots,Matale,2024-09-15,281.6,355.0,560.8,213.33,376.3766666666667,9
Carrots,Matale,2024-10-15,183.0,281.6,355.0,560.8,399.1333333333334,10
Carrots,Matale,2024-11-15,187.0,183.0,281.6,355.0,273.20000000000005,11
Carrots,Matale,2024-12-15,284.0,187.0,183.0,281.6,217.20000000000005,12
Carrots,Matale,2025-01-15,370.0,284.0,187.0,183.0,218.00000000000003,1
Carrots,Matale,2025-02-15,896.0,370.0,284.0,187.0,280.33333333333337,2
Carrots,Matale,2025-03-15,834.4,896.0,370.0,284.0,516.6666666666666,3
Carrots,Matale,2025-04-15,528.0,834.4,896.0,370.0,700.1333333333333,4
Carrots,Matale,2025-05-15,988.0,528.0,834.4,896.0,752.8000000000001,5
Carrots,Matale,2025-06-15,704.0,988.0,528.0,834.4,783.4666666666667,6
Carrots,Matale,2025-07-15,445.0,704.0,988.0,528.0,740.0,7
Carrots,Matale,2025-08-15,570.0,445.0,704.0,988.0,712.3333333333334,8
Carrots,Matale,2025-09-15,326.0,570.0,445.0,704.0,573.0,9
Carrots,Matara,2023-09-15,272.5,455.62,514.0,480.0,483.20666666666665,9
Carrots,Matara,2023-10-15,296.0,272.5,455.62,514.0,414.03999999999996,10
Carrots,Matara,2023-11-15,397.5,296.0,272.5,455.62,341.3733333333333,11
Carrots,Matara,2023-12-15,545.0,397.5,296.0,272.5,322.0,12
Carrots,Matara,2024-01-15,1237.5,545.0,397.5,296.0,412.8333333333333,1
Carrots,Matara,2024-02-15,731.25,1237.5,545.0,397.5,726.6666666666666,2
Carrots,Matara,2024-03-15,425.83,731.25,1237.5,545.0,837.9166666666666,3
Carrots,Matara,2024-04-15,371.0,425.83,731.25,1237.5,798.1933333333333,4
Carrots,Matara,2024-05-15,269.38,371.0,425.83,731.25,509.35999999999996,5
Carrots,Matara,2024-06-15,476.25,269.38,371.0,425.83,355.40333333333336,6
Carrots,Matara,2024-07-15,567.0,476.25,269.38,371.0,372.21000000000004,7
Carrots,Matara,2024-08-15,381.25,567.0,476.25,269.38,437.54333333333335,8
Carrots,Matara,2024-09-15,274.5,381.25,567.0,476.25,474.8333333333333,9
Carrots,Matara,2024-10-15,176.25,274.5,381.25,567.0,407.5833333333333,10
Carrots,Matara,2024-11-15,188.12,176.25,274.5,381.25,277.3333333333333,11
Carrots,Matara,2024-12-15,294.0,188.12,176.25,274.5,212.95666666666668,12
Carrots,Matara,2025-01-15,375.0,294.0,188.12,176.25,219.45666666666668,1
Carrots,Matara,2025-02-15,785.0,375.0,294.0,188.12,285.70666666666665,2
Carrots,Matara,2025-03-15,867.5,785.0,375.0,294.0,484.6666666666667,3
Carrots,Matara,2025-04-15,555.83,867.5,785.0,375.0,675.8333333333334,4
Carrots,Matara,2025-05-15,955.0,555.83,867.5,785.0,736.11,5
Carrots,Matara,2025-06-15,633.0,955.0,555.83,867.5,792.7766666666666,6
Carrots,Matara,2025-07-15,427.5,633.0,955.0,555.83,714.61,7
Carrots,Matara,2025-08-15,508.75,427.5,633.0,955.0,671.8333333333334,8
Carrots,Matara,2025-09-15,286.0,508.75,427.5,633.0,523.0833333333334,9
Carrots,Meegoda(DEC),2023-09-15,308.0,477.0,541.33,446.0,488.10999999999996,9
Carrots,Meegoda(DEC),2023-10-15,325.6,308.0,477.0,541.33,442.10999999999996,10
Carrots,Meegoda(DEC),2023-11-15,417.0,325.6,308.0,477.0,370.2,11
Carrots,Meegoda(DEC),2023-12-15,567.0,417.0,325.6,308.0,350.2,12
Carrots,Meegoda(DEC),2024-01-15,1528.0,567.0,417.0,325.6,436.5333333333333,1
Carrots,Meegoda(DEC),2024-02-15,782.0,1528.0,567.0,417.0,837.3333333333334,2
Carrots,Meegoda(DEC),2024-03-15,457.5,782.0,1528.0,567.0,959.0,3
Carrots,Meegoda(DEC),2024-04-15,341.6,457.5,782.0,1528.0,922.5,4
Carrots,Meegoda(DEC),2024-05-15,267.5,341.6,457.5,782.0,527.0333333333333,5
Carrots,Meegoda(DEC),2024-06-15,454.0,267.5,341.6,457.5,355.5333333333333,6
Carrots,Meegoda(DEC),2024-07-15,538.0,454.0,267.5,341.6,354.3666666666666,7
Carrots,Meegoda(DEC),2024-08-15,363.0,538.0,454.0,267.5,419.8333333333333,8
Carrots,Meegoda(DEC),2024-09-15,300.0,363.0,538.0,454.0,451.6666666666667,9
Carrots,Meegoda(DEC),2024-10-15,204.0,300.0,363.0,538.0,400.3333333333333,10
Carrots,Meegoda(DEC),2024-11-15,264.0,204.0,300.0,363.0,289.0,11
Carrots,Meegoda(DEC),2024-12-15,318.8,264.0,204.0,300.0,256.0,12
Carrots,Meegoda(DEC),2025-01-15,400.0,318.8,264.0,204.0,262.26666666666665,1
Carrots,Meegoda(DEC),2025-02-15,944.0,400.0,318.8,264.0,327.59999999999997,2
Carrots,Meegoda(DEC),2025-03-15,822.4,944.0,400.0,318.8,554.2666666666667,3
Carrots,Meegoda(DEC),2025-04-15,572.0,822.4,944.0,400.0,722.1333333333333,4
Carrots,Meegoda(DEC),2025-05-15,956.0,572.0,822.4,944.0,779.4666666666667,5
Carrots,Meegoda(DEC),2025-06-15,690.4,956.0,572.0,822.4,783.4666666666667,6
Carrots,Meegoda(DEC),2025-07-15,485.0,690.4,956.0,572.0,739.4666666666666,7
Carrots,Meegoda(DEC),2025-08-15,540.5,485.0,690.4,956.0,710.4666666666666,8
Carrots,Meegoda(DEC),2025-09-15,362.8,540.5,485.0,690.4,571.9666666666666,9
Carrots,Monaragala,2023-09-15,312.0,498.0,488.8,460.0,482.26666666666665,9
Carrots,Monaragala,2023-10-15,309.6,312.0,498.0,488.8,432.93333333333334,10
Carrots,Monaragala,2023-11-15,391.67,309.6,312.0,498.0,373.20000000000005,11
Carrots,Monaragala,2023-12-15,482.0,391.67,309.6,312.0,337.7566666666667,12
Carrots,Monaragala,2024-01-15,1246.67,482.0,391.67,309.6,394.42333333333335,1
Carrots,Monaragala,2024-02-15,755.0,1246.67,482.0,391.67,706.7800000000001,2
Carrots,Monaragala,2024-03-15,468.0,755.0,1246.67,482.0,827.89,3
Carrots,Monaragala,2024-04-15,335.2,468.0,755.0,1246.67,823.2233333333334,4
Carrots,Monaragala,2024-05-15,316.0,335.2,468.0,755.0,519.4,5
Carrots,Monaragala,2024-06-15,447.0,316.0,335.2,468.0,373.06666666666666,6
Carrots,Monaragala,2024-07-15,503.2,447.0,316.0,335.2,366.06666666666666,7
Carrots,Monaragala,2024-08-15,330.0,503.2,447.0,316.0,422.0666666666666,8
Carrots,Monaragala,2024-09-15,316.0,330.0,503.2,447.0,426.7333333333333,9
Carrots,Monaragala,2024-10-15,188.0,316.0,330.0,503.2,383.0666666666666,10
Carrots,Monaragala,2024-11-15,223.5,188.0,316.0,330.0,278.0,11
Carrots,Monaragala,2024-12-15,292.8,223.5,188.0,316.0,242.5,12
Carrots,Monaragala,2025-01-15,318.0,292.8,223.5,188.0,234.76666666666665,1
Carrots,Monaragala,2025-02-15,639.0,318.0,292.8,223.5,278.09999999999997,2
Carrots,Monaragala,2025-03-15,756.67,639.0,318.0,292.8,416.59999999999997,3
Carrots,Monaragala,2025-04-15,594.0,756.67,639.0,318.0,571.2233333333334,4
Carrots,Monaragala,2025-05-15,910.0,594.0,756.67,639.0,663.2233333333334,5
Carrots,Monaragala,2025-06-15,630.8,910.0,594.0,756.67,753.5566666666667,6
Carrots,Monaragala,2025-07-15,480.0,630.8,910.0,594.0,711.5999999999999,7
Carrots,Monaragala,2025-08-15,542.0,480.0,630.8,910.0,673.5999999999999,8
Carrots,Monaragala,2025-09-15,348.8,542.0,480.0,630.8,550.9333333333333,9
Carrots,Mullativu,2023-09-15,397.0,503.0,557.2,456.5,505.56666666666666,9
Carrots,Mullativu,2024-05-15,318.67,397.0,503.0,557.2,485.73333333333335,5
Carrots,Mullativu,2024-06-15,551.0,318.67,397.0,503.0,406.22333333333336,6
Carrots,Mullativu,2024-07-15,585.6,551.0,318.67,397.0,422.22333333333336,7
Carrots,Mullativu,2024-08-15,408.5,585.6,551.0,318.67,485.09,8
Carrots,Mullativu,2024-09-15,341.5,408.5,585.6,551.0,515.0333333333333,9
Carrots,Mullativu,2024-10-15,226.5,341.5,408.5,585.6,445.2,10
Carrots,Mullativu,2024-11-15,227.0,226.5,341.5,408.5,325.5,11
Carrots,Mullativu,2024-12-15,393.0,227.0,226.5,341.5,265.0,12
Carrots,Mullativu,2025-01-15,454.5,393.0,227.0,226.5,282.1666666666667,1
Carrots,Mullativu,2025-02-15,842.5,454.5,393.0,227.0,358.1666666666667,2
Carrots,Mullativu,2025-03-15,864.4,842.5,454.5,393.0,563.3333333333334,3
Carrots,Mullativu,2025-04-15,656.5,864.4,842.5,454.5,720.4666666666667,4
Carrots,Mullativu,2025-05-15,996.5,656.5,864.4,842.5,787.8000000000001,5
Carrots,Mullativu,2025-06-15,802.0,996.5,656.5,864.4,839.1333333333333,6
Carrots,Mullativu,2025-07-15,461.0,802.0,996.5,656.5,818.3333333333334,7
Carrots,Mullativu,2025-08-15,578.0,461.0,802.0,996.5,753.1666666666666,8
Carrots,Mullativu,2025-09-15,380.4,578.0,461.0,802.0,613.6666666666666,9
Carrots,Nikaweratiya,2023-09-15,348.75,528.75,545.5,490.0,521.4166666666666,9
Carrots,Nikaweratiya,2023-10-15,358.0,348.75,528.75,545.5,474.3333333333333,10
Carrots,Nikaweratiya,2023-11-15,422.5,358.0,348.75,528.75,411.8333333333333,11
Carrots,Nikaweratiya,2023-12-15,562.5,422.5,358.0,348.75,376.4166666666667,12
Carrots,Nikaweratiya,2024-01-15,1238.0,562.5,422.5,358.0,447.6666666666667,1
